Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
100.0;1.0;1.0;28016.0;40.45924809813289;-3.6754687649566136;4;2.0;2.0;3.0;;60.0;;;;;1;0;1;15;0;0;0;97;23;93.0;10.0;8.0;10.0;10.0;9.0;9.0;1.0;1.92;393.0;280.0;1;0;0;
100.0;2.0;2.0;28012.0;40.41380984643608;-3.7013021493341536;2;1.0;1.0;2.0;;50.0;;;;;1;0;5;1000;0;11;41;316;2;60.0;5.0;6.0;5.0;6.0;10.0;6.0;2.0;0.19;1316.0;14.0;1;0;0;
0.0;2.0;2.0;28031.0;40.381357276532825;-3.587523499561045;1;2.0;1.0;1.0;108.0;17.0;112.0;300.0;;;1;12;15;330;30;60;90;365;0;;;;;;;;2.0;;1661.0;;0;1;0;10.033524
100.0;4.0;4.0;28038.0;40.40231687391243;-3.6656045710643896;1;0.5;1.0;1.0;;24.0;150.0;426.0;299.0;;1;0;5;1125;0;6;36;311;8;90.0;10.0;10.0;10.0;10.0;8.0;9.0;4.0;0.35;1443.0;553.0;0;1;0;
100.0;2.0;2.0;28001.0;40.42815357413086;-3.6780266569140063;1;1.5;1.0;1.0;0.0;15.0;90.0;275.0;;;1;0;2;1125;0;0;18;18;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;0.13;1837.0;1087.0;0;1;0;0.0
100.0;4.0;4.0;28004.0;40.42289799404619;-3.700775950286841;1;1.0;1.0;1.0;;26.0;;;100.0;8.0;1;0;3;300;16;46;76;290;11;89.0;9.0;9.0;10.0;9.0;10.0;9.0;4.0;1.58;552.0;139.0;0;1;0;
;1.0;1.0;28002.0;40.44721717368613;-3.664344201784124;1;1.0;1.0;1.0;;25.0;250.0;700.0;300.0;5.0;1;10;1;10;30;60;90;365;3;80.0;10.0;7.0;9.0;10.0;9.0;9.0;1.0;0.22;559.0;93.0;0;1;0;
100.0;5.0;5.0;28012.0;40.41062591744671;-3.7081309995900256;5;1.0;1.0;3.0;;55.0;;;;;2;5;1;50;6;6;6;55;27;87.0;9.0;8.0;10.0;10.0;10.0;9.0;5.0;2.65;810.0;299.0;1;0;0;
;1.0;1.0;28005.0;40.41197150335005;-3.713722036497914;2;2.0;1.0;1.0;;49.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;830.0;;0;1;0;
100.0;114.0;114.0;28012.0;40.41366493307622;-3.706907842577363;2;2.0;1.0;1.0;;25.0;;;;15.0;1;5;10;1125;0;6;22;273;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;97.0;0.11;1066.0;0.0;0;1;0;
100.0;1.0;1.0;28019.0;40.39408094586526;-3.714834144422;5;1.0;2.0;3.0;;34.0;;;;;2;8;2;29;3;6;14;29;23;97.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;6.76;115.0;97.0;1;0;0;
100.0;2.0;2.0;28005.0;40.41020676758215;-3.7136401366408816;4;2.0;2.0;2.0;;72.0;400.0;1500.0;;20.0;1;0;2;1125;4;13;24;234;25;95.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;3.46;1017.0;211.0;1;0;0;
;1.0;1.0;28033.0;40.46976824428695;-3.652452752082762;1;1.0;1.0;1.0;;26.0;;;;;1;0;1;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.17;187.0;0.0;0;1;0;
95.0;9.0;9.0;28013.0;40.42260038355819;-3.710718291829068;2;1.0;1.0;1.0;;50.0;;;;20.0;1;0;1;1125;23;53;83;358;0;;;;;;;;8.0;;698.0;;0;1;0;
100.0;2.0;2.0;28004.0;40.4244050667517;-3.700899006248578;3;1.0;;2.0;;45.0;280.0;950.0;;15.0;2;15;1;1125;5;13;26;293;279;91.0;9.0;9.0;10.0;10.0;10.0;9.0;2.0;6.54;1314.0;1272.0;1;0;0;
80.0;2.0;2.0;28015.0;40.43128195600891;-3.709825529479277;1;2.0;1.0;1.0;;20.0;;;;;1;0;1;1125;30;60;90;181;0;;;;;;;;2.0;;268.0;;0;1;0;
100.0;57.0;57.0;28005.0;40.40971446632782;-3.70757952683664;4;1.0;1.0;1.0;;50.0;;;100.0;35.0;1;10;1;28;8;33;60;150;4;95.0;10.0;9.0;10.0;10.0;10.0;10.0;48.0;1.54;788.0;36.0;1;0;0;
75.0;164.0;164.0;28028.0;40.43561324649597;-3.678321445006713;7;2.0;2.0;5.0;;70.0;;;100.0;60.0;1;5;2;1125;4;18;29;264;5;92.0;10.0;10.0;7.0;8.0;10.0;9.0;145.0;0.79;932.0;163.0;1;0;0;
100.0;1.0;1.0;28012.0;40.40693399263901;-3.699865400398256;2;1.0;1.0;1.0;;55.0;;;;25.0;1;0;4;31;0;6;22;294;29;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.31;409.0;230.0;1;0;0;
100.0;2.0;2.0;28006.0;40.43686993764021;-3.680051527243644;4;1.0;2.0;3.0;;79.0;490.0;2000.0;100.0;30.0;2;10;3;365;1;5;5;263;54;93.0;9.0;10.0;10.0;10.0;9.0;9.0;2.0;2.23;756.0;708.0;1;0;0;
100.0;7.0;7.0;28012.0;40.4109731815504;-3.705193455289333;3;1.5;1.0;2.0;;40.0;;;;;2;10;2;1125;1;10;29;300;29;89.0;9.0;9.0;9.0;9.0;9.0;9.0;7.0;3.55;572.0;226.0;0;1;0;
;1.0;1.0;28039.0;40.44762188423398;-3.704618124586675;3;1.0;1.0;2.0;;45.0;;;300.0;;1;0;5;30;0;0;0;0;0;;;;;;;;1.0;;303.0;;1;0;0;
99.0;207.0;207.0;28005.0;40.41153501329347;-3.71199893307932;4;1.0;1.0;2.0;;86.0;;;300.0;40.0;2;10;3;1125;0;0;0;36;0;;;;;;;;67.0;;452.0;;1;0;0;
99.0;8.0;8.0;28021.0;40.35215510294739;-3.6858190498952266;1;1.0;1.0;1.0;;10.0;;;;;1;0;1;1125;16;35;53;326;2;100.0;9.0;9.0;8.0;9.0;9.0;10.0;8.0;2.0;1292.0;26.0;0;0;1;
96.0;26.0;26.0;28004.0;40.42304280481663;-3.694682290891438;2;1.0;0.0;1.0;;55.0;;;;;1;0;2;30;13;20;40;308;4;90.0;8.0;9.0;9.0;8.0;8.0;9.0;26.0;0.11;1383.0;959.0;1;0;0;
;1.0;1.0;28004.0;40.42556384961471;-3.696638569230299;2;1.0;0.0;1.0;;58.0;300.0;1000.0;500.0;10.0;1;0;10;32;1;1;1;1;17;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.92;1080.0;427.0;1;0;0;
89.0;13.0;13.0;28010.0;40.43019288397514;-3.7053943662476376;6;1.0;3.0;3.0;;78.0;539.0;2280.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;9.0;;849.0;;1;0;0;
100.0;1.0;1.0;28028.0;40.425761770375495;-3.665125725169701;2;1.0;1.0;1.0;;25.0;;;;;1;5;3;1125;0;0;0;53;5;84.0;9.0;8.0;9.0;9.0;8.0;8.0;1.0;1.43;491.0;33.0;0;1;0;
50.0;1.0;1.0;28025.0;40.38634450511805;-3.73787094238212;1;2.0;1.0;1.0;;20.0;;;;;1;0;1;1125;0;0;21;296;0;;;;;;;;1.0;;676.0;;0;1;0;
33.0;14.0;14.0;28004.0;40.42703458584753;-3.701639500197424;4;1.0;1.0;2.0;;185.0;;4368.0;200.0;30.0;4;0;1;50;3;8;18;275;0;;;;;;;;14.0;;2175.0;;1;0;0;
100.0;1.0;1.0;28007.0;40.4094010003666;-3.665227091445031;2;1.0;1.0;2.0;22.0;50.0;;;;;1;0;2;1125;13;43;73;348;10;88.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;0.43;1779.0;691.0;1;0;0;2.043866
100.0;1.0;1.0;28045.0;40.40174723106894;-3.693217839856336;2;1.0;1.0;2.0;;18.0;;;94.0;5.0;1;10;1;15;20;50;80;81;0;;;;;;;;1.0;;12.0;;0;1;0;
100.0;9.0;9.0;28004.0;40.42212376493989;-3.697408152580527;1;1.0;1.0;1.0;;20.0;;;100.0;5.0;1;18;1;1125;19;49;73;348;104;90.0;9.0;9.0;10.0;10.0;10.0;9.0;9.0;4.83;1308.0;632.0;0;1;0;
100.0;1.0;1.0;28004.0;40.41970915702476;-3.698569109665838;1;1.0;1.0;1.0;;25.0;125.0;480.0;;;1;0;3;7;6;36;66;66;25;92.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;1.33;1487.0;554.0;0;1;0;
100.0;7.0;7.0;28012.0;40.411735923950175;-3.706003407422977;2;1.5;1.0;1.0;;29.0;;;;;1;0;2;1125;8;17;17;258;47;88.0;9.0;9.0;9.0;9.0;10.0;9.0;7.0;4.64;572.0;284.0;0;1;0;
100.0;1.0;1.0;28002.0;40.44000520313387;-3.672453569243989;5;2.0;3.0;4.0;;125.0;;;100.0;20.0;1;0;3;1125;3;8;31;72;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;1.88;717.0;41.0;1;0;0;
;20.0;20.0;28012.0;40.40673791884587;-3.700527565349268;1;2.0;1.0;1.0;;38.0;;;200.0;30.0;1;0;7;1125;0;0;6;37;0;;;;;;;;20.0;;374.0;;0;1;0;
100.0;32.0;32.0;28020.0;40.45601889458499;-3.693480154123377;4;1.0;0.0;1.0;;50.0;;;150.0;;1;0;5;1125;10;17;18;123;1;80.0;8.0;6.0;8.0;8.0;8.0;8.0;29.0;0.18;410.0;0.0;1;0;0;
100.0;2.0;2.0;28012.0;40.40652086022819;-3.701352813780938;2;1.0;1.0;2.0;;25.0;;;;;1;0;2;1125;0;0;6;281;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;2.0;0.25;262.0;20.0;0;1;0;
100.0;5.0;5.0;28015.0;40.42886399114022;-3.710430574006017;6;1.0;2.0;4.0;;85.0;735.0;2890.0;295.0;50.0;2;20;3;365;0;0;25;300;14;88.0;9.0;10.0;9.0;9.0;10.0;8.0;4.0;0.65;1148.0;461.0;1;0;0;
100.0;13.0;13.0;28013.0;40.41906115280245;-3.701277878549469;6;2.0;2.0;4.0;;155.0;;;;;1;0;3;1125;8;28;48;261;12;92.0;9.0;9.0;10.0;10.0;10.0;9.0;13.0;4.29;1700.0;79.0;1;0;0;
100.0;2.0;2.0;28005.0;40.4100952072107;-3.7090608304517416;4;1.0;1.0;4.0;;30.0;;;150.0;15.0;2;20;2;1125;11;37;67;342;61;92.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;3.82;499.0;470.0;0;1;0;
100.0;1.0;1.0;28005.0;40.39691282184293;-3.7052017751946975;4;1.0;1.0;3.0;807.0;68.0;;1386.0;;;2;10;2;1125;0;0;0;206;26;90.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;0.56;1433.0;1365.0;1;0;0;74.97272099999999
100.0;1.0;1.0;28003.0;40.44145763827317;-3.701383903095496;4;1.0;1.0;2.0;;52.0;;;250.0;25.0;2;10;5;1125;3;33;63;63;4;95.0;10.0;9.0;10.0;10.0;9.0;10.0;1.0;0.32;1329.0;185.0;1;0;0;
92.0;5.0;5.0;28012.0;40.40765613212199;-3.696545305072612;4;1.0;1.0;2.0;;35.0;;;300.0;35.0;1;8;2;1125;0;0;0;154;3;67.0;7.0;9.0;7.0;7.0;9.0;7.0;1.0;0.48;576.0;133.0;1;0;0;
92.0;1.0;1.0;28005.0;40.412779500245264;-3.712402331792886;4;1.0;1.0;2.0;;65.0;389.0;;;30.0;1;0;2;1125;9;19;27;167;109;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.75;708.0;683.0;1;0;0;
89.0;8.0;8.0;28005.0;40.40882253098885;-3.7066947965469095;2;1.0;0.0;1.0;;55.0;345.0;930.0;200.0;25.0;1;0;2;1125;0;0;3;264;25;93.0;10.0;10.0;10.0;10.0;10.0;9.0;6.0;0.88;1767.0;747.0;1;0;0;
98.0;17.0;17.0;28010.0;40.43537959300191;-3.692081637898654;4;1.0;1.0;3.0;;99.0;;;150.0;25.0;1;0;2;150;0;0;0;89;3;93.0;10.0;10.0;10.0;9.0;10.0;9.0;10.0;0.72;1329.0;27.0;1;0;0;
50.0;38.0;38.0;28013.0;40.41843363991722;-3.7074227081526425;1;5.0;1.0;1.0;;20.0;273.0;1092.0;200.0;;1;0;4;1125;0;0;10;10;0;;;;;;;;38.0;;732.0;;0;1;0;
100.0;1.0;1.0;28004.0;40.42147611344337;-3.703468734545913;3;1.0;1.0;1.0;;50.0;;;;5.0;1;0;1;1125;4;22;37;294;38;75.0;8.0;7.0;9.0;9.0;9.0;8.0;1.0;5.64;206.0;199.0;1;0;0;
;1.0;1.0;28004.0;40.420643008574906;-3.701044478099184;2;1.0;1.0;1.0;;75.0;;;200.0;25.0;1;0;4;1125;0;0;0;0;0;;;;;;;;1.0;;494.0;;1;0;0;
100.0;1.0;1.0;28003.0;40.43976718102103;-3.708743537603808;2;1.0;1.0;1.0;;36.0;;;;12.0;2;10;2;1125;9;29;49;309;29;88.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;0.8;1159.0;1068.0;0;1;0;
100.0;142.0;142.0;28004.0;40.42179833261592;-3.693250728295216;4;2.5;2.0;3.0;;191.0;;;;77.0;1;0;3;1125;8;20;36;55;0;;;;;;;;77.0;;1667.0;;1;0;0;
;1.0;1.0;28004.0;40.42396892114501;-3.7066740027188536;1;1.0;1.0;1.0;;25.0;150.0;;;;1;5;1;1125;0;0;0;0;0;;;;;;;;1.0;;808.0;;0;1;0;
;38.0;38.0;28004.0;40.42673503726735;-3.700206180521844;1;1.0;1.0;1.0;;26.0;;;200.0;30.0;1;0;7;1125;0;0;0;264;0;;;;;;;;38.0;;44.0;;0;1;0;
100.0;3.0;3.0;28012.0;40.41247897871241;-3.6997103999246304;3;1.0;0.0;2.0;;71.0;;;100.0;30.0;2;10;2;1125;4;12;27;296;52;98.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;5.13;345.0;301.0;1;0;0;
100.0;10.0;10.0;28017.0;40.42116398971999;-3.652955519543177;7;1.0;2.0;4.0;;37.0;;;;20.0;3;9;1;1125;5;28;54;326;91;84.0;9.0;9.0;10.0;10.0;8.0;9.0;9.0;1.86;1887.0;1445.0;1;0;0;
100.0;1.0;1.0;28001.0;40.42519766878721;-3.6790015966745706;4;1.5;2.0;3.0;;130.0;;;;30.0;1;0;3;90;2;4;18;270;18;98.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;1.98;805.0;267.0;1;0;0;
100.0;4.0;4.0;28004.0;40.42385127211603;-3.6989438525928793;4;1.0;2.0;2.0;;50.0;;;100.0;30.0;1;25;2;30;21;50;53;328;20;83.0;8.0;9.0;10.0;10.0;10.0;8.0;4.0;1.86;483.0;315.0;1;0;0;
;1.0;1.0;28005.0;40.40844307607694;-3.706487416212456;6;1.0;2.0;3.0;;80.0;500.0;1100.0;150.0;30.0;4;10;4;365;0;0;0;0;4;75.0;9.0;8.0;9.0;10.0;9.0;8.0;1.0;0.17;921.0;347.0;1;0;0;
;2.0;2.0;28011.0;40.40647672938207;-3.75063202024774;2;1.0;1.0;1.0;;60.0;;;;;1;0;2;4;30;60;90;365;1;;;;;;;;2.0;0.05;1680.0;0.0;0;1;0;
;1.0;1.0;28019.0;40.39394506321698;-3.708707539117941;2;1.0;1.0;1.0;;19.0;;;;;1;0;1;1125;0;0;0;265;0;;;;;;;;1.0;;238.0;;0;1;0;
100.0;3.0;3.0;28012.0;40.40999991298636;-3.704004847495652;3;1.0;1.0;2.0;;60.0;;;150.0;30.0;2;0;3;1125;10;32;54;329;32;96.0;10.0;10.0;10.0;10.0;9.0;10.0;3.0;2.64;1783.0;351.0;1;0;0;
100.0;1.0;1.0;;40.41076008172247;-3.711932782585155;2;1.0;1.0;1.0;;51.0;;;;15.0;2;20;2;20;2;2;2;2;14;90.0;10.0;8.0;10.0;10.0;10.0;8.0;1.0;2.32;450.0;160.0;1;0;0;
100.0;1.0;1.0;28010.0;40.43708602638732;-3.70137651679124;2;1.0;1.0;1.0;;49.0;350.0;;;18.0;1;0;2;1125;11;26;49;324;66;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.5;590.0;559.0;1;0;0;
100.0;24.0;24.0;28014.0;40.41214979978194;-3.6935385845010433;4;1.0;1.0;2.0;;77.0;;;100.0;25.0;2;15;1;1125;8;23;29;98;148;98.0;10.0;10.0;10.0;10.0;10.0;10.0;23.0;5.35;1735.0;827.0;1;0;0;
100.0;1.0;1.0;28015.0;40.4320451491486;-3.714884312954239;3;1.0;1.0;3.0;;75.0;;;;;1;0;1;1125;0;11;41;316;11;89.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;0.92;369.0;307.0;1;0;0;
75.0;164.0;164.0;28004.0;40.42246792450277;-3.699561686442794;4;1.0;0.0;2.0;;100.0;;;200.0;40.0;2;10;2;1125;0;0;0;0;1;80.0;6.0;10.0;10.0;8.0;10.0;6.0;145.0;0.14;932.0;0.0;1;0;0;
92.0;1.0;1.0;28020.0;40.45796640308621;-3.700092115366736;6;1.0;2.0;2.0;;40.0;;;;40.0;2;15;30;1125;0;0;0;68;2;90.0;10.0;9.0;10.0;10.0;10.0;8.0;1.0;0.59;465.0;3.0;1;0;0;
90.0;2.0;2.0;28047.0;40.40040438894375;-3.745579109216277;4;2.0;2.0;3.0;0.0;55.0;;;150.0;30.0;2;10;3;1125;5;29;59;334;19;84.0;9.0;8.0;9.0;9.0;8.0;9.0;1.0;0.44;1505.0;1259.0;1;0;0;0.0
100.0;1.0;1.0;28005.0;40.41054992740591;-3.706645719510494;2;1.0;1.0;1.0;;24.0;;;150.0;15.0;1;7;3;100;20;26;41;162;10;92.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.79;1684.0;155.0;0;1;0;
100.0;114.0;114.0;28012.0;40.41215429347274;-3.708006181023032;1;2.0;1.0;1.0;;15.0;;;;15.0;1;0;10;1125;0;0;18;293;0;;;;;;;;97.0;;1066.0;;0;1;0;
100.0;2.0;2.0;28020.0;40.458104992153125;-3.696134868535149;1;1.0;1.0;1.0;;24.0;;;;;1;0;2;1125;0;2;32;307;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;2.0;0.48;398.0;0.0;0;1;0;
100.0;2.0;2.0;28019.0;40.39457945999913;-3.720982414271823;7;1.0;3.0;6.0;;37.0;;;;25.0;2;12;2;30;3;20;37;124;11;96.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;3.4;841.0;83.0;1;0;0;
100.0;1.0;1.0;28001.0;40.42081743500131;-3.690686958002691;2;2.0;1.0;1.0;;37.0;;;90.0;19.0;1;9;3;90;23;47;77;77;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.37;1710.0;234.0;0;1;0;
100.0;1.0;1.0;28026.0;40.384374041973096;-3.699716983889062;2;1.0;1.0;1.0;;20.0;;;;;1;0;5;1125;3;15;42;314;6;97.0;9.0;10.0;10.0;9.0;9.0;10.0;1.0;0.99;943.0;175.0;0;1;0;
100.0;2.0;2.0;28043.0;40.46537914873235;-3.6288736928778658;1;1.0;1.0;1.0;;24.0;155.0;555.0;;;1;0;1;1125;2;28;58;330;17;73.0;9.0;7.0;9.0;9.0;8.0;8.0;2.0;1.0;630.0;479.0;0;1;0;
75.0;164.0;164.0;28014.0;40.41304092458731;-3.6973818165207706;4;1.0;1.0;2.0;;70.0;;;200.0;40.0;1;10;2;1125;13;34;48;319;2;70.0;7.0;8.0;10.0;7.0;10.0;8.0;145.0;0.08;932.0;299.0;1;0;0;
100.0;4.0;4.0;28012.0;40.41516926585923;-3.707325226186859;8;1.5;2.0;5.0;;99.0;;;;30.0;4;25;1;1125;6;18;36;307;16;88.0;9.0;9.0;10.0;10.0;10.0;9.0;3.0;3.93;637.0;108.0;1;0;0;
100.0;21.0;21.0;28005.0;40.40901122497716;-3.7097659171832738;6;1.0;2.0;5.0;;230.0;;;;;1;0;1;60;17;38;64;243;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;13.0;0.15;260.0;0.0;1;0;0;
100.0;2.0;2.0;28019.0;40.3937080817658;-3.7131633037421374;5;1.0;3.0;3.0;;49.0;;;;25.0;2;0;2;1125;6;31;54;324;103;94.0;10.0;9.0;10.0;10.0;9.0;9.0;2.0;4.17;1718.0;727.0;1;0;0;
100.0;1.0;1.0;28045.0;40.40097956567801;-3.6902370455541473;2;1.0;1.0;1.0;;12.0;;;85.0;;1;0;1;3;0;0;0;37;8;91.0;9.0;10.0;10.0;10.0;10.0;9.0;1.0;1.35;448.0;122.0;1;0;0;
100.0;1.0;1.0;28005.0;40.40802818134397;-3.7048165714533856;4;1.0;1.0;2.0;;55.0;390.0;950.0;;;1;0;4;1125;0;0;0;230;71;92.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;2.31;933.0;837.0;1;0;0;
95.0;2.0;2.0;28012.0;40.406944748044864;-3.698508460174837;4;1.0;1.0;2.0;;70.0;455.0;;;20.0;2;10;2;1125;14;38;66;341;63;84.0;9.0;9.0;9.0;9.0;9.0;8.0;2.0;2.85;911.0;594.0;1;0;0;
100.0;36.0;36.0;28029.0;40.47155507174441;-3.691351652249336;5;1.0;1.0;1.0;;54.0;;1242.0;150.0;;1;0;2;1125;8;36;62;228;8;68.0;8.0;9.0;8.0;9.0;7.0;7.0;26.0;0.24;1772.0;742.0;1;0;0;
100.0;40.0;40.0;28013.0;40.41521117256525;-3.7119057695244018;6;2.0;2.0;4.0;;155.0;787.0;2625.0;200.0;100.0;2;20;2;1125;0;0;0;244;7;73.0;9.0;9.0;6.0;7.0;10.0;8.0;40.0;0.3;1900.0;428.0;1;0;0;
100.0;1.0;1.0;28013.0;40.41857951127343;-3.7009151859151546;4;1.0;1.0;2.0;;49.0;;;;;2;10;2;1125;4;8;27;143;128;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;5.84;673.0;653.0;1;0;0;
100.0;1.0;1.0;28004.0;40.425127868459214;-3.699591504038927;3;1.0;1.0;2.0;;50.0;;;;15.0;1;15;5;1125;2;2;5;214;24;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.54;523.0;397.0;1;0;0;
100.0;1.0;1.0;28015.0;40.42873606730084;-3.708863685383422;3;1.0;1.0;2.0;;80.0;;;300.0;40.0;3;15;2;1125;10;10;24;25;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;1.5;172.0;5.0;1;0;0;
100.0;1.0;1.0;28005.0;40.41408917008329;-3.708384438962253;4;1.0;1.0;2.0;;92.0;;;;;1;0;5;29;12;32;58;333;0;;;;;;;;1.0;;347.0;;1;0;0;
100.0;1.0;1.0;28011.0;40.41346418740279;-3.727917741257151;2;1.0;1.0;1.0;;35.0;;;;;1;0;1;10;30;60;90;365;24;89.0;10.0;9.0;10.0;10.0;9.0;9.0;1.0;1.87;1053.0;343.0;0;1;0;
100.0;114.0;114.0;28013.0;40.41866182066871;-3.7050162162143208;2;3.0;1.0;1.0;;15.0;;;;15.0;1;5;10;1125;0;0;6;62;1;60.0;8.0;6.0;6.0;6.0;8.0;6.0;97.0;0.11;1066.0;0.0;0;1;0;
100.0;1.0;1.0;28028.0;40.422280791551344;-3.6656421730148288;2;1.0;1.0;1.0;;40.0;;;;10.0;1;0;2;1125;0;8;8;111;1;80.0;8.0;8.0;8.0;8.0;8.0;8.0;1.0;1.0;155.0;0.0;1;0;0;
99.0;6.0;6.0;28014.0;40.41276702152143;-3.697124410077744;4;1.0;1.0;2.0;;75.0;;;220.0;20.0;2;5;1;1125;3;10;24;108;9;96.0;10.0;10.0;10.0;10.0;10.0;10.0;6.0;2.62;114.0;93.0;1;0;0;
100.0;5.0;5.0;28013.0;40.41996598904725;-3.7048481506672144;2;1.0;1.0;1.0;;50.0;;;;;2;10;2;1125;11;27;48;296;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;5.0;4.41;1679.0;30.0;0;1;0;
100.0;1.0;1.0;28014.0;40.41186352894125;-3.695388439558776;4;1.0;1.0;2.0;;85.0;;;;;1;20;2;1125;3;20;44;302;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;5.19;54.0;47.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42033119948732;-3.70099121529867;2;1.0;1.0;1.0;;54.0;;;;;1;0;3;1125;0;0;0;0;16;89.0;9.0;8.0;10.0;9.0;10.0;9.0;1.0;2.46;1378.0;118.0;1;0;0;
100.0;3.0;3.0;28004.0;40.42244254997583;-3.69977146922616;4;2.0;2.0;2.0;;100.0;650.0;2200.0;150.0;40.0;4;0;3;21;12;27;43;312;90;95.0;10.0;10.0;10.0;10.0;10.0;9.0;3.0;2.22;1304.0;1209.0;1;0;0;
96.0;26.0;26.0;28015.0;40.43057766427608;-3.707958126874322;2;1.0;0.0;1.0;;50.0;;;;;1;0;2;30;6;17;37;302;2;70.0;6.0;9.0;9.0;5.0;8.0;6.0;26.0;0.42;1383.0;43.0;1;0;0;
100.0;3.0;3.0;28045.0;40.39318285629548;-3.69551357680417;1;1.0;1.0;1.0;;37.0;;450.0;;;1;0;1;1125;18;48;78;353;0;;;;;;;;3.0;;1488.0;;0;1;0;
100.0;1.0;1.0;28027.0;40.44339679213505;-3.6322833780191695;2;1.0;1.0;2.0;;18.0;;;100.0;8.0;1;13;1;1125;21;51;81;356;12;93.0;9.0;10.0;10.0;10.0;10.0;10.0;1.0;2.57;1087.0;127.0;0;1;0;
100.0;11.0;11.0;28012.0;40.41245221807326;-3.707412798700973;7;3.0;3.0;4.0;;119.0;;;200.0;29.0;3;15;2;1125;12;30;53;86;35;91.0;9.0;9.0;10.0;10.0;9.0;9.0;8.0;4.38;783.0;234.0;1;0;0;
100.0;1.0;1.0;28005.0;40.413000079959374;-3.7083209592514974;6;2.0;2.0;4.0;;118.0;;;200.0;58.0;4;25;3;1125;4;11;16;227;22;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.95;299.0;157.0;1;0;0;
100.0;4.0;4.0;28005.0;40.41128012637433;-3.7096996458017775;4;1.0;1.0;2.0;;55.0;;;;20.0;2;15;3;1125;0;12;20;290;57;92.0;9.0;9.0;10.0;10.0;10.0;9.0;4.0;3.89;1481.0;434.0;1;0;0;
;1.0;1.0;28016.0;40.467472130742735;-3.678140777080241;2;1.0;1.0;1.0;;28.0;180.0;550.0;;10.0;1;15;3;1125;0;0;0;0;4;95.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;0.13;1046.0;141.0;0;1;0;
;1.0;1.0;28045.0;40.396748541425794;-3.698464786683197;2;1.0;1.0;1.0;;50.0;;;;;1;30;2;1125;30;60;90;365;16;96.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;0.44;1696.0;921.0;0;1;0;
97.0;15.0;15.0;28003.0;40.43914938925037;-3.708336411478903;6;1.0;1.0;3.0;;49.0;;;;30.0;4;10;3;1125;28;58;88;363;9;73.0;8.0;8.0;9.0;8.0;10.0;8.0;11.0;0.54;1651.0;337.0;1;0;0;
100.0;3.0;3.0;28008.0;40.42109048237376;-3.714714430065268;6;1.0;2.0;2.0;;129.0;799.0;2999.0;250.0;25.0;4;25;2;1125;10;22;41;316;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;0.29;725.0;63.0;1;0;0;
