Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
100.0;1.0;1.0;28004.0;40.42214190256672;-3.692943854781866;2;1.0;1.0;1.0;;60.0;;;;20.0;1;0;1;1125;29;59;89;364;26;92.0;9.0;10.0;9.0;10.0;10.0;9.0;1.0;1.21;882.0;422.0;0;1;0;
100.0;9.0;9.0;28005.0;40.41390497262847;-3.708150559106941;2;2.0;1.0;1.0;;45.0;;;;10.0;1;0;1;10;1;7;16;270;72;93.0;10.0;9.0;9.0;10.0;10.0;9.0;9.0;6.33;2028.0;335.0;0;1;0;
100.0;1.0;1.0;28014.0;40.40701889257036;-3.684398940821609;2;1.0;1.0;1.0;;60.0;380.0;1400.0;80.0;30.0;1;0;2;1125;6;9;15;259;134;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.63;911.0;867.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42508508535172;-3.696454537518313;4;1.0;1.0;1.0;;55.0;470.0;1700.0;;20.0;1;15;1;1125;5;8;22;72;17;94.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.85;981.0;577.0;1;0;0;
100.0;1.0;1.0;28012.0;40.41335153108237;-3.705236271266278;2;1.0;1.0;1.0;;45.0;;;150.0;8.0;1;0;2;7;3;3;3;3;18;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.18;537.0;165.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41745014660639;-3.702124022477721;5;1.0;2.0;3.0;;82.0;450.0;1500.0;100.0;30.0;4;25;1;30;3;8;25;106;46;90.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;4.66;390.0;290.0;1;0;0;
50.0;5.0;5.0;28005.0;40.41018468528154;-3.710339181029803;6;1.0;2.0;2.0;;120.0;;;300.0;30.0;1;10;2;1125;7;22;36;252;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;0.1;383.0;0.0;1;0;0;
75.0;3.0;3.0;28022.0;40.44820721795551;-3.5816525522982365;2;1.0;1.0;1.0;;50.0;300.0;;;15.0;1;0;2;1125;0;0;0;0;7;94.0;10.0;10.0;10.0;10.0;8.0;9.0;3.0;0.37;580.0;223.0;1;0;0;
;1.0;1.0;28006.0;40.44281596460403;-3.6878709850532063;3;1.0;1.0;2.0;;50.0;;;500.0;;2;15;2;10;0;16;46;46;0;;;;;;;;1.0;;363.0;;1;0;0;
100.0;3.0;3.0;28030.0;40.40159102241536;-3.638060914237282;1;1.5;1.0;1.0;;16.0;;;;;1;0;4;1125;1;24;33;33;36;92.0;10.0;9.0;9.0;10.0;9.0;9.0;3.0;3.03;1306.0;343.0;0;1;0;
99.0;34.0;34.0;28028.0;40.43561692615661;-3.6720075365342426;1;1.0;1.0;1.0;;19.0;;430.0;;;1;0;1;1125;10;16;19;237;12;80.0;9.0;8.0;9.0;9.0;9.0;9.0;33.0;0.66;1724.0;456.0;0;1;0;
;1.0;1.0;28039.0;40.46032161758589;-3.7005780370859904;2;1.0;1.0;1.0;;15.0;;;;;1;0;20;31;0;0;6;31;0;;;;;;;;1.0;;1587.0;;0;1;0;
;1.0;1.0;28030.0;40.40224363430734;-3.647689096202589;1;2.0;1.0;1.0;;45.0;;;;;1;45;2;7;30;60;90;365;0;;;;;;;;1.0;;1111.0;;0;1;0;
100.0;4.0;4.0;28005.0;40.41286646828781;-3.710773205729709;3;1.0;2.0;2.0;;53.0;280.0;1000.0;;18.0;1;0;1;30;2;15;39;39;70;91.0;9.0;9.0;10.0;10.0;10.0;9.0;4.0;3.1;697.0;673.0;1;0;0;
100.0;1.0;1.0;28015.0;40.42327791110943;-3.708060616473545;2;1.0;1.0;1.0;;30.0;310.0;705.0;300.0;15.0;1;10;1;40;9;32;55;126;45;93.0;10.0;9.0;9.0;9.0;10.0;10.0;1.0;3.11;927.0;421.0;0;1;0;
100.0;7.0;7.0;28005.0;40.4109473162813;-3.706724093614875;2;2.0;1.0;1.0;;25.0;;;85.0;;1;15;3;30;13;30;60;144;19;95.0;10.0;10.0;10.0;10.0;10.0;10.0;6.0;3.22;611.0;173.0;0;1;0;
100.0;1.0;1.0;28028.0;40.429311707290616;-3.6667056919984335;5;2.0;3.0;3.0;;45.0;300.0;1200.0;150.0;40.0;1;0;3;1125;0;0;0;55;2;100.0;9.0;9.0;10.0;10.0;10.0;10.0;1.0;0.22;1054.0;51.0;1;0;0;
100.0;1.0;1.0;28013.0;40.41638717673723;-3.701668447884288;4;1.0;1.0;2.0;;70.0;;;;7.0;1;0;1;1125;16;30;53;328;2;80.0;10.0;8.0;10.0;10.0;10.0;9.0;1.0;2.0;19.0;9.0;1;0;0;
100.0;7.0;7.0;28010.0;40.4308554313075;-3.701550366009972;4;1.0;2.0;2.0;;52.0;;;90.0;14.0;2;12;1;1125;9;27;46;321;72;88.0;9.0;9.0;10.0;10.0;10.0;9.0;6.0;4.83;1109.0;431.0;1;0;0;
100.0;2.0;2.0;28013.0;40.41626324867244;-3.7116096807626175;7;1.0;2.0;5.0;;100.0;;;100.0;20.0;4;25;3;1125;9;33;62;63;21;95.0;10.0;9.0;10.0;10.0;10.0;10.0;2.0;4.5;176.0;127.0;1;0;0;
91.0;1.0;1.0;28012.0;40.40987139004326;-3.693678104099343;4;1.0;0.0;2.0;;69.0;;;200.0;10.0;1;0;1;1125;13;43;73;73;5;100.0;9.0;10.0;10.0;10.0;10.0;9.0;1.0;0.87;859.0;166.0;1;0;0;
33.0;14.0;14.0;28010.0;40.431582901101336;-3.700710565601809;6;2.0;2.0;3.0;;195.0;;4656.0;200.0;30.0;6;35;1;20;6;21;29;291;7;83.0;8.0;10.0;9.0;9.0;9.0;9.0;14.0;0.1;2175.0;1893.0;1;0;0;
90.0;1.0;1.0;28004.0;40.42424071621628;-3.6967406525108335;3;1.0;1.0;2.0;;50.0;;;;20.0;2;10;2;1125;13;43;61;62;24;86.0;9.0;10.0;10.0;10.0;10.0;9.0;1.0;3.33;232.0;202.0;1;0;0;
100.0;11.0;11.0;28013.0;40.4207490973341;-3.699707854964973;2;4.5;1.0;2.0;;30.0;;;;10.0;1;0;1;1125;5;5;5;42;15;96.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;1.6;1334.0;223.0;0;1;0;
100.0;2.0;2.0;28012.0;40.415962181414365;-3.7020397447325424;1;1.0;1.0;1.0;;40.0;;;;;1;0;1;50;16;46;66;341;4;90.0;9.0;10.0;9.0;9.0;10.0;9.0;2.0;1.05;1907.0;75.0;0;1;0;
100.0;1.0;1.0;28008.0;40.41926190379324;-3.716019630579926;3;1.0;1.0;2.0;;40.0;;;95.0;30.0;1;5;4;1125;0;0;0;0;0;;;;;;;;1.0;;19.0;;1;0;0;
100.0;18.0;18.0;28047.0;40.38796234942256;-3.744814994576393;4;1.0;1.0;1.0;;40.0;300.0;800.0;;;1;0;7;1125;0;0;18;293;2;80.0;8.0;8.0;8.0;8.0;6.0;6.0;11.0;0.09;1249.0;311.0;1;0;0;
100.0;3.0;3.0;28004.0;40.42167005768356;-3.7053934999756817;1;2.0;1.0;1.0;;28.0;;;;10.0;1;0;6;1125;0;22;52;98;0;;;;;;;;3.0;;412.0;;0;1;0;
100.0;3.0;3.0;;40.40535339504704;-3.683944626483047;1;1.0;1.0;1.0;;27.0;;;300.0;5.0;1;0;170;1125;0;0;7;282;0;;;;;;;;3.0;;268.0;;0;1;0;
100.0;1.0;1.0;28005.0;40.40744654218407;-3.711946269009677;6;2.0;2.0;4.0;;113.0;657.0;2814.0;;75.0;4;19;3;90;3;6;10;233;36;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.96;606.0;546.0;1;0;0;
83.0;1.0;1.0;28001.0;40.42171002367147;-3.6901232603125456;7;2.0;2.0;6.0;;180.0;;;100.0;100.0;4;20;3;1125;0;0;11;195;2;90.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;0.34;305.0;16.0;1;0;0;
100.0;2.0;2.0;28002.0;40.44498454481083;-3.6684981639924574;6;2.0;3.0;5.0;;130.0;;;200.0;25.0;4;10;2;1125;0;9;26;301;14;97.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;1.3;1049.0;315.0;1;0;0;
100.0;6.0;6.0;28013.0;40.41558116625501;-3.711708062741173;16;3.0;1.0;10.0;;16.0;;;;;1;17;1;1125;17;40;68;343;2;80.0;8.0;10.0;10.0;10.0;10.0;10.0;6.0;0.97;186.0;7.0;0;0;1;
100.0;45.0;45.0;28013.0;40.41906037459311;-3.712417899556693;6;3.0;3.0;3.0;;350.0;;;500.0;120.0;1;0;5;1125;13;24;48;311;7;94.0;9.0;9.0;9.0;10.0;10.0;9.0;11.0;0.43;1282.0;446.0;1;0;0;
;1.0;1.0;28005.0;40.406119548224105;-3.707280997615277;1;1.0;1.0;1.0;;13.0;;;;;1;0;4;1125;0;0;0;0;0;;;;;;;;1.0;;516.0;;0;1;0;
40.0;1.0;1.0;28002.0;40.44763157641045;-3.6640873900638335;2;1.5;1.0;1.0;;30.0;;;;;1;0;1;2;10;38;68;68;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.68;1942.0;261.0;0;1;0;
100.0;8.0;8.0;28010.0;40.43679292026357;-3.7030453709517626;2;1.0;0.0;2.0;;40.0;;;;15.0;1;0;1;1125;3;17;37;312;57;93.0;10.0;10.0;10.0;10.0;10.0;9.0;7.0;3.3;892.0;491.0;1;0;0;
86.0;7.0;7.0;28012.0;40.41909445490779;-3.701209835135599;4;1.0;1.0;2.0;;65.0;450.0;1400.0;100.0;30.0;2;10;1;1125;16;41;66;211;4;65.0;8.0;8.0;8.0;9.0;10.0;8.0;6.0;0.22;688.0;105.0;1;0;0;
100.0;2.0;2.0;28020.0;40.45790727894944;-3.700372325182832;2;1.0;1.0;1.0;;24.0;;;;;1;0;1;1125;7;12;12;46;0;;;;;;;;2.0;;1022.0;;0;1;0;
80.0;1.0;1.0;28016.0;40.45336232921527;-3.664627363181222;5;3.0;3.0;4.0;;135.0;995.0;;200.0;50.0;5;20;2;8;8;20;32;299;5;95.0;10.0;10.0;10.0;9.0;10.0;10.0;1.0;0.31;1441.0;381.0;1;0;0;
;14.0;14.0;28008.0;40.42948520162942;-3.720223964944055;1;0.0;1.0;1.0;;29.0;;;;;1;0;1;1125;0;0;5;280;0;;;;;;;;14.0;;398.0;;0;1;0;
100.0;4.0;4.0;28004.0;40.423431488818;-3.700086195350061;2;1.0;1.0;1.0;;19.0;;1200.0;;20.0;1;10;1;1125;4;34;64;339;11;91.0;10.0;10.0;9.0;9.0;10.0;10.0;3.0;0.29;1213.0;934.0;0;1;0;
25.0;1.0;1.0;28045.0;40.40560320647345;-3.693276861995415;1;1.0;1.0;1.0;;29.0;;;;20.0;1;0;6;60;28;58;88;363;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.29;1018.0;67.0;0;1;0;
75.0;164.0;164.0;28012.0;40.41254728865481;-3.699431169048816;10;3.0;4.0;6.0;;200.0;;2900.0;200.0;90.0;4;20;2;1125;0;4;16;291;2;80.0;9.0;9.0;9.0;10.0;8.0;8.0;145.0;0.24;932.0;122.0;1;0;0;
100.0;1.0;1.0;28017.0;40.42725645051264;-3.654207653044586;5;1.0;3.0;4.0;;50.0;300.0;900.0;;;1;0;3;1125;14;34;63;201;29;89.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;1.19;1478.0;691.0;1;0;0;
;1.0;1.0;28028.0;40.4345142613753;-3.6690186121029225;5;1.0;2.0;3.0;;90.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;726.0;;1;0;0;
100.0;46.0;46.0;28004.0;40.424616140078;-3.704560624695624;4;1.0;1.0;2.0;;49.0;;;;25.0;1;0;1;1125;4;12;20;295;43;88.0;9.0;9.0;10.0;10.0;10.0;9.0;46.0;3.32;1480.0;384.0;1;0;0;
99.0;207.0;207.0;28004.0;40.42360069712417;-3.701675857296309;4;2.0;2.0;2.0;;120.0;;;200.0;37.0;2;15;2;1125;18;46;73;348;0;;;;;;;;67.0;;452.0;;1;0;0;
;1.0;1.0;28017.0;40.42570627055195;-3.6564963650977127;1;1.0;1.0;1.0;;20.0;100.0;350.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;1416.0;;0;1;0;
;2.0;2.0;;40.41426940844952;-3.70745212724365;2;2.0;1.0;1.0;;70.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;2.0;;447.0;;0;1;0;
100.0;36.0;36.0;28029.0;40.47194279951972;-3.692782676834305;6;2.0;2.0;3.0;0.0;74.0;518.0;1702.0;150.0;;4;0;2;1125;7;31;50;198;13;82.0;8.0;9.0;8.0;8.0;7.0;8.0;26.0;0.28;1772.0;1392.0;1;0;0;0.0
100.0;1.0;1.0;28038.0;40.40211316748439;-3.666231641616536;8;1.0;3.0;7.0;;65.0;;;;;1;0;2;1125;3;22;33;244;59;92.0;10.0;9.0;10.0;10.0;8.0;9.0;1.0;5.06;398.0;347.0;1;0;0;
95.0;1.0;1.0;28043.0;40.457764965867774;-3.6571972875268233;2;1.0;1.0;1.0;;30.0;;;150.0;;1;0;1;1125;9;27;43;311;0;;;;;;;;1.0;;23.0;;0;1;0;
;14.0;14.0;28008.0;40.42934257695778;-3.721605610227336;1;0.0;1.0;1.0;;29.0;;;;;1;0;1;1125;0;0;6;281;0;;;;;;;;14.0;;398.0;;0;1;0;
99.0;207.0;207.0;28001.0;40.421471942877005;-3.683396029163876;8;1.5;4.0;7.0;;218.0;;;150.0;40.0;4;15;2;1125;20;50;80;259;0;;;;;;;;67.0;;452.0;;1;0;0;
;1.0;1.0;28003.0;40.4393171459208;-3.7131612767510216;2;1.0;1.0;1.0;;95.0;;;200.0;25.0;1;0;1;1125;29;59;89;364;0;;;;;;;;1.0;;290.0;;0;1;0;
70.0;4.0;4.0;28012.0;40.41451578564989;-3.707543105286031;8;2.0;3.0;4.0;;130.0;;;;30.0;6;15;1;1125;5;12;26;265;63;91.0;10.0;9.0;9.0;9.0;10.0;9.0;3.0;2.22;351.0;801.0;1;0;0;
100.0;1.0;1.0;28011.0;40.408064576709165;-3.7357389287791;2;1.0;2.0;1.0;;46.0;;;150.0;30.0;1;10;2;20;12;42;72;72;4;65.0;7.0;9.0;9.0;9.0;8.0;8.0;1.0;0.42;311.0;129.0;1;0;0;
67.0;2.0;2.0;28026.0;40.38406408051328;-3.712819624778708;1;1.0;1.0;1.0;;20.0;120.0;300.0;;;1;10;7;1125;28;58;88;363;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.08;1303.0;197.0;0;1;0;
100.0;1.0;1.0;28003.0;40.43921639653201;-3.707154189998111;1;1.0;1.0;1.0;;29.0;;;;;1;0;1;1125;30;60;90;365;5;100.0;10.0;8.0;9.0;10.0;9.0;10.0;1.0;0.73;839.0;140.0;0;1;0;
100.0;4.0;4.0;28020.0;40.4504971462708;-3.694392487867049;2;1.0;1.0;1.0;;115.0;595.0;1950.0;;;1;0;10;336;0;0;0;249;1;80.0;8.0;10.0;10.0;10.0;10.0;8.0;4.0;0.09;973.0;0.0;1;0;0;
;2.0;2.0;28027.0;40.44309081936901;-3.641802539588028;2;3.0;1.0;1.0;;45.0;;;;;1;0;1;1125;29;59;89;364;37;75.0;7.0;8.0;9.0;8.0;9.0;8.0;2.0;1.98;565.0;245.0;0;1;0;
100.0;1.0;1.0;28009.0;40.41724975865834;-3.672892305745449;1;1.0;1.0;2.0;;53.0;;;;;1;0;2;1125;7;37;67;342;0;;;;;;;;1.0;;413.0;;0;1;0;
;1.0;1.0;28025.0;40.375084399046514;-3.735068168107373;2;1.5;1.0;1.0;;50.0;;;;;1;0;1;1125;30;60;90;365;1;80.0;8.0;8.0;8.0;8.0;8.0;8.0;1.0;0.19;191.0;0.0;0;1;0;
100.0;1.0;1.0;28011.0;40.412715966221946;-3.729165822562535;4;1.0;1.0;3.0;;65.0;;;150.0;25.0;2;20;1;1125;10;31;53;328;17;92.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;2.44;289.0;174.0;1;0;0;
90.0;4.0;4.0;28013.0;40.41592616180619;-3.711177984921784;9;2.0;4.0;7.0;0.0;135.0;;;300.0;60.0;4;20;3;1125;7;19;30;275;15;89.0;9.0;9.0;9.0;9.0;10.0;9.0;4.0;0.43;1886.0;1020.0;1;0;0;0.0
100.0;11.0;11.0;28003.0;40.441527272629344;-3.6945707601684825;6;4.0;4.0;1.0;2153.0;197.0;;4500.0;300.0;62.0;1;12;3;180;8;12;17;251;10;88.0;9.0;9.0;8.0;9.0;9.0;8.0;11.0;0.24;2260.0;1210.0;1;0;0;200.020159
100.0;1.0;1.0;28037.0;40.42849331386184;-3.629704015256107;1;1.0;1.0;1.0;;15.0;100.0;;;;1;0;1;1125;20;31;31;31;39;91.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;2.52;494.0;433.0;0;1;0;
100.0;1.0;1.0;28005.0;40.40844924490868;-3.7090613815628712;3;1.0;0.0;1.0;;55.0;;;;30.0;2;15;4;1125;2;6;6;32;24;94.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;1.36;768.0;488.0;1;0;0;
100.0;2.0;2.0;28007.0;40.40421734142807;-3.6783266870289344;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;9;39;69;69;1;80.0;8.0;10.0;8.0;6.0;8.0;8.0;2.0;0.16;591.0;0.0;0;1;0;
100.0;142.0;142.0;28005.0;40.4159138498138;-3.707997189392777;4;2.0;2.0;3.0;;103.0;;;;77.0;2;17;3;1125;7;26;39;203;3;93.0;9.0;10.0;9.0;10.0;9.0;9.0;77.0;0.16;1667.0;404.0;1;0;0;
;1.0;1.0;28045.0;40.404416219514005;-3.690471941051645;2;1.0;1.0;1.0;;25.0;;;;;1;10;1;1125;0;0;0;0;0;;;;;;;;1.0;;401.0;;0;1;0;
;1.0;1.0;28045.0;40.399403173461145;-3.690850066747004;2;1.0;1.0;1.0;;25.0;;;;;1;0;2;1125;0;0;0;0;16;87.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;1.41;739.0;76.0;0;1;0;
100.0;2.0;2.0;28038.0;40.38968779931155;-3.6539245898859662;4;1.0;1.0;3.0;;45.0;;;;35.0;4;0;2;1125;11;26;48;306;54;79.0;9.0;8.0;9.0;9.0;9.0;8.0;2.0;3.21;509.0;498.0;1;0;0;
100.0;1.0;1.0;28012.0;40.40176047205698;-3.700928823154088;2;2.0;1.0;1.0;;68.0;;;900.0;;1;0;14;180;10;40;70;345;0;;;;;;;;1.0;;60.0;;1;0;0;
100.0;1.0;1.0;28006.0;40.44043310397003;-3.6901607432752863;2;1.0;1.0;1.0;;80.0;;;300.0;20.0;3;15;1;1125;0;1;27;27;3;80.0;10.0;9.0;8.0;8.0;10.0;8.0;1.0;0.56;689.0;7.0;1;0;0;
100.0;3.0;3.0;28014.0;40.41253670813479;-3.694981554807269;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;3.0;;705.0;;0;1;0;
100.0;1.0;1.0;28007.0;40.40840554044991;-3.669639626824138;4;2.0;3.0;3.0;;88.0;;;250.0;40.0;1;0;2;1125;3;11;25;91;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;19.0;0.0;1;0;0;
100.0;1.0;1.0;28028.0;40.43782268603175;-3.660886567783783;2;2.0;1.0;2.0;;29.0;200.0;700.0;100.0;10.0;2;10;2;1125;17;47;77;329;33;95.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;1.73;615.0;566.0;0;1;0;
;38.0;38.0;28012.0;40.411939442980966;-3.6994893632314825;1;2.0;1.0;1.0;;31.0;;;200.0;30.0;1;0;7;1125;0;7;37;127;0;;;;;;;;38.0;;44.0;;0;1;0;
100.0;2.0;2.0;28011.0;40.41120261254829;-3.728247701662811;2;1.0;1.0;1.0;;24.0;;;;;1;0;2;10;0;0;0;0;92;88.0;9.0;9.0;9.0;9.0;9.0;9.0;2.0;5.49;549.0;495.0;0;1;0;
;1.0;1.0;28025.0;40.38249201019244;-3.7301551460424434;1;1.0;1.0;2.0;;325.0;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;1.0;;561.0;;0;1;0;
100.0;1.0;1.0;28005.0;40.41535653035846;-3.703123623386508;4;1.0;1.0;1.0;;45.0;;;100.0;20.0;1;10;3;90;5;31;56;57;4;85.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;1.22;129.0;87.0;1;0;0;
100.0;24.0;24.0;28012.0;40.407177992344046;-3.70326771718013;3;1.0;1.0;1.0;;48.0;;;90.0;20.0;2;15;1;1125;4;19;37;66;198;92.0;9.0;10.0;10.0;10.0;9.0;9.0;23.0;3.47;1735.0;1687.0;1;0;0;
100.0;6.0;6.0;28004.0;40.42489654280938;-3.7036649987408814;2;1.0;1.0;1.0;;30.0;;;;;1;0;1;7;15;45;72;194;79;93.0;10.0;10.0;10.0;10.0;10.0;9.0;5.0;4.05;1671.0;568.0;0;1;0;
97.0;8.0;8.0;28012.0;40.41200073894989;-3.70669131897594;2;1.0;1.0;1.0;;71.0;;;350.0;20.0;1;0;14;1125;1;1;1;174;8;90.0;10.0;10.0;10.0;10.0;10.0;9.0;6.0;0.72;1028.0;221.0;1;0;0;
;1.0;1.0;28020.0;40.448860295694296;-3.700595157929799;4;1.0;2.0;3.0;;70.0;;;150.0;30.0;4;10;2;14;0;0;0;68;1;60.0;8.0;4.0;6.0;8.0;6.0;6.0;1.0;0.29;248.0;0.0;1;0;0;
100.0;1.0;1.0;28029.0;40.46829772889859;-3.707104643802692;4;1.5;2.0;4.0;;170.0;;;100.0;50.0;1;0;5;1125;29;59;89;364;0;;;;;;;;1.0;;667.0;;1;0;0;
100.0;5.0;5.0;28010.0;40.43054709560148;-3.7022063116241295;4;1.0;1.0;1.0;;80.0;;;96.0;30.0;2;15;1;1125;8;27;53;328;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;5.0;3.43;53.0;27.0;1;0;0;
100.0;1.0;1.0;28021.0;40.34277508933192;-3.683734859722515;1;1.0;1.0;1.0;;20.0;;500.0;;;1;0;2;1125;29;59;89;364;11;95.0;9.0;10.0;10.0;10.0;8.0;10.0;1.0;0.37;912.0;738.0;0;1;0;
100.0;1.0;1.0;28001.0;40.42811810240353;-3.678242168982482;2;1.0;1.0;1.0;;60.0;350.0;1200.0;;;1;0;7;1125;5;11;41;316;11;95.0;9.0;10.0;10.0;9.0;10.0;10.0;1.0;0.74;575.0;438.0;1;0;0;
;1.0;1.0;;40.39034592320217;-3.703038386449785;1;1.0;1.0;2.0;;25.0;;;;;1;8;1;15;7;37;67;342;0;;;;;;;;1.0;;456.0;;0;1;0;
100.0;1.0;1.0;28012.0;40.41147696872595;-3.70598023623902;4;1.0;1.0;1.0;;70.0;;;128.0;24.0;2;10;2;1125;9;26;52;143;11;93.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;1.99;184.0;160.0;1;0;0;
33.0;1.0;1.0;28004.0;40.42390644838847;-3.694819170046209;2;1.0;1.0;1.0;;32.0;;;;10.0;1;0;1;1125;25;55;85;175;0;;;;;;;;1.0;;568.0;;0;1;0;
100.0;6.0;6.0;28004.0;40.42561218366387;-3.697466615777677;2;0.5;1.0;1.0;;32.0;215.0;610.0;;;1;9;4;1125;19;34;64;339;1;80.0;10.0;4.0;8.0;6.0;10.0;8.0;4.0;0.05;1440.0;0.0;0;1;0;
100.0;1.0;1.0;28014.0;40.41257593926112;-3.697740361216962;2;1.0;0.0;1.0;;48.0;;;;;1;0;2;1125;2;6;12;95;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;6.47;416.0;47.0;1;0;0;
90.0;1.0;1.0;28004.0;40.42145695374864;-3.704386192677408;6;1.0;2.0;3.0;;90.0;650.0;1700.0;100.0;35.0;3;10;3;30;13;29;51;321;59;89.0;10.0;9.0;10.0;9.0;10.0;9.0;1.0;1.59;1907.0;1091.0;1;0;0;
100.0;6.0;6.0;28012.0;40.40856749815111;-3.700342864313877;2;1.0;1.0;1.0;;20.0;93.0;286.0;100.0;10.0;1;20;2;31;30;60;90;180;13;72.0;9.0;8.0;9.0;9.0;10.0;7.0;6.0;0.46;919.0;776.0;0;1;0;
86.0;2.0;2.0;28005.0;40.40647942796541;-3.707416674353457;2;1.0;1.0;1.0;;35.0;;;;5.0;1;0;1;1125;6;36;66;341;0;;;;;;;;2.0;;367.0;;0;1;0;
67.0;3.0;3.0;28050.0;40.48579614342318;-3.6493995602793614;2;1.0;1.0;2.0;;22.0;110.0;;;;1;8;1;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;0.06;1086.0;0.0;0;0;1;
100.0;1.0;1.0;28005.0;40.41339851808816;-3.7080823396070746;2;1.0;1.0;1.0;;35.0;;;;;1;10;1;1125;20;50;80;355;6;80.0;9.0;8.0;9.0;9.0;9.0;9.0;1.0;0.63;476.0;156.0;0;1;0;
;1.0;1.0;28009.0;40.41808591959781;-3.673463843168536;2;2.0;1.0;1.0;;29.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;675.0;;0;1;0;
100.0;2.0;2.0;28007.0;40.40193985877705;-3.6805855262400593;2;1.0;1.0;1.0;;35.0;;;150.0;20.0;1;10;3;6;9;29;56;146;88;98.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;3.39;1442.0;770.0;0;1;0;
100.0;3.0;3.0;28005.0;40.40974093201803;-3.7099825901449;2;2.0;1.0;1.0;;30.0;;;;;1;10;1;1125;0;0;5;150;92;94.0;9.0;9.0;10.0;10.0;10.0;9.0;3.0;3.91;728.0;664.0;0;1;0;
100.0;1.0;1.0;28004.0;40.4226185986249;-3.699744204880492;3;1.0;0.0;2.0;;63.0;;;150.0;20.0;2;30;1;1125;2;13;24;24;35;89.0;10.0;8.0;10.0;9.0;10.0;9.0;1.0;1.23;1016.0;832.0;1;0;0;
100.0;39.0;39.0;28012.0;40.40769323805487;-3.7025002406484298;6;1.0;2.0;3.0;;85.0;;;100.0;30.0;4;30;2;1125;9;20;28;143;24;97.0;10.0;10.0;10.0;10.0;9.0;9.0;18.0;3.23;1156.0;190.0;1;0;0;
100.0;1.0;1.0;28012.0;40.412342728327474;-3.7031580508535127;2;1.0;1.0;1.0;;30.0;175.0;475.0;100.0;20.0;1;20;1;1125;6;6;32;307;6;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;0.21;907.0;537.0;0;1;0;
100.0;114.0;114.0;28012.0;40.41160654200698;-3.7072654595232297;2;2.0;1.0;1.0;;18.0;;;;15.0;1;0;10;1125;0;0;6;281;0;;;;;;;;97.0;;1066.0;;0;1;0;
100.0;12.0;12.0;28005.0;40.41168421087796;-3.7102315088452498;4;1.0;1.0;2.0;;52.0;;;;30.0;1;0;1;1125;0;0;0;0;0;;;;;;;;9.0;;1085.0;;1;0;0;
100.0;4.0;4.0;28017.0;40.43474386962311;-3.6580113494936426;2;1.0;1.0;2.0;;25.0;150.0;570.0;;5.0;1;10;1;1125;30;60;90;365;6;83.0;8.0;9.0;9.0;10.0;8.0;8.0;3.0;0.4;1456.0;402.0;0;1;0;
